"Dancers by Audition Number"
"113","1","jef sabel","2","async"
"114","5","adriana landro","4","async"
"116","3","adiel lopes","4","async"
"118","4","sarah margaret","2","async"
"119","7","melinda nguyen","4","async"
"121","6","brecht van veluw","3","async"
"122","1","ellen rinne","4","async"
"123","1","johanne mortensen","1","async"
"124","5","eliza fisher","1","async"
"125","3","ava gagné","2","async"
"132","6","brielle mitchell","4","async"
"133","4","efe atan","4","async"
"136","4","nick jackson","4","async"
"142","6","ethan aubert","1","async"
"143","4","terra holt","2","async"
"144","1","davut erberk","4","async"
"145","4","lori castillo","3","async"
"146","3","arthur davies","1","async"
"148","1","chris miller","4","async"
"149","2","judith ross","4","async"
"150","2","emil eindhoven","1","async"
"151","1","lene herb","1","async"
"154","4","oscar taylor","3","async"
"155","7","layla roberts","4","async"
"156","1","alisa kotila","3","async"
"157","3","rebecca johnson","2","async"
"158","4","albin kuch","4","async"
"160","3","su admiraal","1","async"
"162","1","capucine dumas","2","async"
"163","2","marie wells","3","async"
"164","4","jonathan evans","4","async"
"165","3","alfredo bell","4","async"
"168","1","sedef çevik","1","async"
"170","1","nicole rhodes","1","async"
"171","3","nooa perala","4","async"
"174","2","Shannen Wu","1","async"
"175","4","abílio campos","4","async"
"176","7","lotta kauppila","4","async"
"177","3","طاها رضایی","1","async"
"179","3","nicole arnold","3","async"
"181","3","تارا صدر","2","async"
"182","4","beau martin","4","async"
"184","5","luciano fernandez","4","async"
"185","2","susie grant","1","async"
"186","4","randy daniëls","1","async"
"187","1","dennis anderson","1","async"
"188","5","songül frühauf","4","async"
"189","1","kristine kupfer","3","async"
"192","2","margie hopkins","2","async"
"194","2","تارا قاسمی","2","async"
"196","5","alice jones","4","async"
"198","2","emma campbell","3","async"
"200","4","andrea olsen","2","async"
"201","5","solange foppen","1","async"
"204","2","mago mendes","4","async"
"205","6","adèle lefevre","4","async"
"208","2","jardel vieira","2","async"
"209","1","bianca voll","2","async"
"210","3","amelia porter","2","async"
"211","3","ülkü alnıaçık","4","async"
"213","1","rachel masson","2","async"
"218","2","olander lerøy","1","async"
"219","3","fletcher jackson","4","async"
"220","5","eve roux","3","async"
"221","2","ülkü poyrazoğlu","4","async"
"222","3","maxime ross","4","async"
"223","2","salvador cox","4","async"
"225","2","oscar diaz","4","async"
"227","7","bently white","2","async"
"229","3","johanne madsen","2","async"
"231","3","magnus christiansen","1","async"
"232","3","william nielsen","4","async"
"233","1","alyssa vidal","4","async"
"234","1","daniel french","1","async"
"236","6","shelly simmmons","4","async"
"238","2","calisto rezende","2","async"
"240","5","jack walker","3","async"
"241","2","lucille franklin","1","async"
"242","7","felix park","4","async"
"244","4","tanya mitchelle","4","async"
"248","2","bridget moraes","1","async"
"249","4","vlado fink","3","async"
"250","4","ismael marquez","1","async"
"251","1","hailey hughes","2","async"
"252","1","johan kristensen","2","async"
"254","4","bernice beck","3","async"
"256","2","harri klages","1","async"
"257","5","beau hall","4","async"
"258","2","پارمیس یاسمی","3","async"
"261","2","anthony fisher","2","async"
"264","5","olivier macdonald","2","async"
"265","2","louis walker","1","async"
"267","5","vildan poyrazoğlu","4","async"
"270","1","ceylan sepetçi","1","async"
"271","5","emily anderson","3","async"
"272","5","alicia lo","4","async"
"274","5","judith philippe","4","async"
"276","1","john soto","1","async"
"277","1","lison duval","1","async"
"278","4","neea heikkila","3","async"
"279","7","dorothe thormann","3","async"
"282","5","begüm karabulut","2","async"
"285","2","اميرعلي قاسمی","3","async"
"288","6","amandine dupont","3","async"
"292","4","sylwia engels","1","async"
"293","1","olímpia da rosa","1","async"
"294","1","aatu arola","1","async"
"298","5","pablo arnaud","1","async"
"299","1","alfred jensen","1","async"
"Dancers by Pref"
"#","Pref","Name","Desired","Dance Name"
"156","1","alisa kotila","3","async"
"299","1","alfred jensen","1","async"
"5","1","flavie meunier","4","async"
"294","1","aatu arola","1","async"
"293","1","olímpia da rosa","1","async"
"10","1","salome roche","1","async"
"277","1","lison duval","1","async"
"276","1","john soto","1","async"
"270","1","ceylan sepetçi","1","async"
"252","1","johan kristensen","2","async"
"19","1","suelen fernandes","1","async"
"251","1","hailey hughes","2","async"
"22","1","katie long","4","async"
"234","1","daniel french","1","async"
"233","1","alyssa vidal","4","async"
"27","1","cléa fournier","4","async"
"213","1","rachel masson","2","async"
"209","1","bianca voll","2","async"
"35","1","neil smythe","3","async"
"189","1","kristine kupfer","3","async"
"38","1","alexis gill","2","async"
"187","1","dennis anderson","1","async"
"170","1","nicole rhodes","1","async"
"44","1","malthe pedersen","4","async"
"168","1","sedef çevik","1","async"
"162","1","capucine dumas","2","async"
"49","1","julia lammi","4","async"
"151","1","lene herb","1","async"
"148","1","chris miller","4","async"
"55","1","annabelle brar","2","async"
"56","1","eleanor ellis","1","async"
"144","1","davut erberk","4","async"
"123","1","johanne mortensen","1","async"
"122","1","ellen rinne","4","async"
"113","1","jef sabel","2","async"
"110","1","edileusa da mota","4","async"
"73","1","ivo hevrøy","2","async"
"107","1","peyton butler","1","async"
"82","1","anna ford","2","async"
"83","1","vilma lampo","4","async"
"85","1","ella manninen","1","async"
"104","1","ken cunningham","4","async"
"99","1","indie koeman","1","async"
"92","1","sharon jimenez","2","async"
"89","1","carter margaret","1","async"
"223","2","salvador cox","4","async"
"88","2","رونیکا احمدی","1","async"
"102","2","arron berry","3","async"
"105","2","daniel morel","4","async"
"285","2","اميرعلي قاسمی","3","async"
"13","2","onni manner","4","async"
"15","2","uta glaß","2","async"
"265","2","louis walker","1","async"
"261","2","anthony fisher","2","async"
"258","2","پارمیس یاسمی","3","async"
"256","2","harri klages","1","async"
"21","2","enrique ferguson","1","async"
"248","2","bridget moraes","1","async"
"241","2","lucille franklin","1","async"
"238","2","calisto rezende","2","async"
"24","2","valentin mercier","3","async"
"225","2","oscar diaz","4","async"
"93","2","ben haraldsen","3","async"
"149","2","judith ross","4","async"
"150","2","emil eindhoven","1","async"
"50","2","franklin howell","1","async"
"221","2","ülkü poyrazoğlu","4","async"
"3","2","hilário da luz","2","async"
"48","2","lucas larsen","2","async"
"163","2","marie wells","3","async"
"218","2","olander lerøy","1","async"
"174","2","Shannen Wu","1","async"
"208","2","jardel vieira","2","async"
"204","2","mago mendes","4","async"
"185","2","susie grant","1","async"
"198","2","emma campbell","3","async"
"194","2","تارا قاسمی","2","async"
"192","2","margie hopkins","2","async"
"90","3","gökhan türkdoğan","4","async"
"95","3","evelyn hall","4","async"
"106","3","jayden fields","3","async"
"87","3","fabian amundsen","4","async"
"222","3","maxime ross","4","async"
"11","3","onur karabulut","4","async"
"100","3","florian thaler","1","async"
"157","3","rebecca johnson","2","async"
"219","3","fletcher jackson","4","async"
"160","3","su admiraal","1","async"
"72","3","ella hansen","1","async"
"125","3","ava gagné","2","async"
"112","3","raquel aguilar","4","async"
"165","3","alfredo bell","4","async"
"31","3","craig howard","3","async"
"211","3","ülkü alnıaçık","4","async"
"171","3","nooa perala","4","async"
"2","3","aatu savela","4","async"
"210","3","amelia porter","2","async"
"33","3","tormod nordseth","3","async"
"177","3","طاها رضایی","1","async"
"179","3","nicole arnold","3","async"
"181","3","تارا صدر","2","async"
"25","3","magnus poulsen","3","async"
"232","3","william nielsen","4","async"
"231","3","magnus christiansen","1","async"
"229","3","johanne madsen","2","async"
"7","3","elijah wilson","2","async"
"146","3","arthur davies","1","async"
"116","3","adiel lopes","4","async"
"278","4","neea heikkila","3","async"
"36","4","avery bergeron","1","async"
"200","4","andrea olsen","2","async"
"182","4","beau martin","4","async"
"6","4","ülkü tunaboylu","2","async"
"175","4","abílio campos","4","async"
"86","4","neil gregory","4","async"
"292","4","sylwia engels","1","async"
"164","4","jonathan evans","4","async"
"158","4","albin kuch","4","async"
"154","4","oscar taylor","3","async"
"145","4","lori castillo","3","async"
"186","4","randy daniëls","1","async"
"143","4","terra holt","2","async"
"108","4","milton grant","3","async"
"136","4","nick jackson","4","async"
"133","4","efe atan","4","async"
"244","4","tanya mitchelle","4","async"
"249","4","vlado fink","3","async"
"250","4","ismael marquez","1","async"
"16","4","norbert hau","4","async"
"254","4","bernice beck","3","async"
"71","4","ellie murray","1","async"
"118","4","sarah margaret","2","async"
"220","5","eve roux","3","async"
"79","5","milan fernandez","3","async"
"274","5","judith philippe","4","async"
"272","5","alicia lo","4","async"
"240","5","jack walker","3","async"
"124","5","eliza fisher","1","async"
"40","5","dana howell","3","async"
"201","5","solange foppen","1","async"
"59","5","josefine poulsen","4","async"
"54","5","jeppe kristensen","4","async"
"184","5","luciano fernandez","4","async"
"65","5","david hall","4","async"
"282","5","begüm karabulut","2","async"
"298","5","pablo arnaud","1","async"
"271","5","emily anderson","3","async"
"257","5","beau hall","4","async"
"188","5","songül frühauf","4","async"
"196","5","alice jones","4","async"
"264","5","olivier macdonald","2","async"
"114","5","adriana landro","4","async"
"267","5","vildan poyrazoğlu","4","async"
"132","6","brielle mitchell","4","async"
"236","6","shelly simmmons","4","async"
"142","6","ethan aubert","1","async"
"57","6","عرشيا پارسا","2","async"
"121","6","brecht van veluw","3","async"
"288","6","amandine dupont","3","async"
"46","6","mariama baelemans","4","async"
"42","6","karen palmer","1","async"
"205","6","adèle lefevre","4","async"
"227","7","bently white","2","async"
"109","7","luisa middelveld","1","async"
"279","7","dorothe thormann","3","async"
"119","7","melinda nguyen","4","async"
"176","7","lotta kauppila","4","async"
"155","7","layla roberts","4","async"
"242","7","felix park","4","async"
"Dancers by Audition Number"
"#","Pref","Name","Desired","Dance Name"
"1","2","مهراد علیزاده","1","johnny's dance"
"2","5","aatu savela","4","johnny's dance"
"6","6","ülkü tunaboylu","2","johnny's dance"
"8","1","thorben wünsch","1","johnny's dance"
"11","4","onur karabulut","4","johnny's dance"
"12","5","batur berberoğlu","3","johnny's dance"
"15","4","uta glaß","2","johnny's dance"
"16","5","norbert hau","4","johnny's dance"
"17","1","viivi waisanen","1","johnny's dance"
"19","3","suelen fernandes","1","johnny's dance"
"20","1","amanda caldeira","1","johnny's dance"
"21","4","enrique ferguson","1","johnny's dance"
"22","2","katie long","4","johnny's dance"
"23","2","lonnie george","1","johnny's dance"
"24","1","valentin mercier","3","johnny's dance"
"27","5","cléa fournier","4","johnny's dance"
"30","2","sara christiansen","1","johnny's dance"
"31","1","craig howard","3","johnny's dance"
"32","1","zachary hoffman","1","johnny's dance"
"33","1","tormod nordseth","3","johnny's dance"
"34","1","toni carlson","2","johnny's dance"
"35","2","neil smythe","3","johnny's dance"
"36","1","avery bergeron","1","johnny's dance"
"37","5","dwight ellis","2","johnny's dance"
"38","5","alexis gill","2","johnny's dance"
"40","6","dana howell","3","johnny's dance"
"41","6","ariane caldeira","2","johnny's dance"
"42","3","karen palmer","1","johnny's dance"
"44","3","malthe pedersen","4","johnny's dance"
"46","7","mariama baelemans","4","johnny's dance"
"48","1","lucas larsen","2","johnny's dance"
"49","2","julia lammi","4","johnny's dance"
"50","3","franklin howell","1","johnny's dance"
"52","2","noa garnier","2","johnny's dance"
"53","2","neea nikula","2","johnny's dance"
"54","3","jeppe kristensen","4","johnny's dance"
"55","3","annabelle brar","2","johnny's dance"
"57","1","عرشيا پارسا","2","johnny's dance"
"58","5","ymkje van heteren","4","johnny's dance"
"59","7","josefine poulsen","4","johnny's dance"
"64","2","sofia andersen","2","johnny's dance"
"65","1","david hall","4","johnny's dance"
"67","2","mareile recktenwald","2","johnny's dance"
"68","2","brad medina","3","johnny's dance"
"69","2","safiye baaten","3","johnny's dance"
"75","1","mario montero","1","johnny's dance"
"79","2","milan fernandez","3","johnny's dance"
"80","2","ceylan gürmen","2","johnny's dance"
"83","4","vilma lampo","4","johnny's dance"
"86","6","neil gregory","4","johnny's dance"
"87","4","fabian amundsen","4","johnny's dance"
"88","3","رونیکا احمدی","1","johnny's dance"
"90","6","gökhan türkdoğan","4","johnny's dance"
"92","5","sharon jimenez","2","johnny's dance"
"93","4","ben haraldsen","3","johnny's dance"
"99","2","indie koeman","1","johnny's dance"
"101","2","john clarke","2","johnny's dance"
"103","1","ceyhan bolatlı","4","johnny's dance"
"104","3","ken cunningham","4","johnny's dance"
"105","6","daniel morel","4","johnny's dance"
"108","5","milton grant","3","johnny's dance"
"109","2","luisa middelveld","1","johnny's dance"
"111","3","emil pietila","2","johnny's dance"
"116","5","adiel lopes","4","johnny's dance"
"117","2","dwayne welch","1","johnny's dance"
"118","1","sarah margaret","2","johnny's dance"
"119","1","melinda nguyen","4","johnny's dance"
"121","1","brecht van veluw","3","johnny's dance"
"122","3","ellen rinne","4","johnny's dance"
"123","3","johanne mortensen","1","johnny's dance"
"125","5","ava gagné","2","johnny's dance"
"126","2","ashley sims","2","johnny's dance"
"127","5","lily fletcher","4","johnny's dance"
"128","1","edward roberts","3","johnny's dance"
"132","2","brielle mitchell","4","johnny's dance"
"133","7","efe atan","4","johnny's dance"
"134","1","زهرا نكو نظر","1","johnny's dance"
"135","1","emre babacan","4","johnny's dance"
"137","2","daniel kristensen","4","johnny's dance"
"142","5","ethan aubert","1","johnny's dance"
"144","3","davut erberk","4","johnny's dance"
"147","1","tim tonning","1","johnny's dance"
"148","2","chris miller","4","johnny's dance"
"149","1","judith ross","4","johnny's dance"
"151","3","lene herb","1","johnny's dance"
"155","1","layla roberts","4","johnny's dance"
"157","1","rebecca johnson","2","johnny's dance"
"158","1","albin kuch","4","johnny's dance"
"159","1","armin boyer","1","johnny's dance"
"160","2","su admiraal","1","johnny's dance"
"161","1","tassilo faller","1","johnny's dance"
"162","2","capucine dumas","2","johnny's dance"
"163","1","marie wells","3","johnny's dance"
"164","5","jonathan evans","4","johnny's dance"
"165","1","alfredo bell","4","johnny's dance"
"166","1","anthony henry","2","johnny's dance"
"168","2","sedef çevik","1","johnny's dance"
"169","3","marianne clark","4","johnny's dance"
"170","3","nicole rhodes","1","johnny's dance"
"174","4","Shannen Wu","1","johnny's dance"
"175","1","abílio campos","4","johnny's dance"
"176","6","lotta kauppila","4","johnny's dance"
"177","2","طاها رضایی","1","johnny's dance"
"179","5","nicole arnold","3","johnny's dance"
"182","2","beau martin","4","johnny's dance"
"183","3","charles duval","3","johnny's dance"
"184","3","luciano fernandez","4","johnny's dance"
"186","1","randy daniëls","1","johnny's dance"
"187","3","dennis anderson","1","johnny's dance"
"188","1","songül frühauf","4","johnny's dance"
"189","2","kristine kupfer","3","johnny's dance"
"193","4","marta fuentes","3","johnny's dance"
"196","4","alice jones","4","johnny's dance"
"198","1","emma campbell","3","johnny's dance"
"200","6","andrea olsen","2","johnny's dance"
"204","7","mago mendes","4","johnny's dance"
"205","3","adèle lefevre","4","johnny's dance"
"210","6","amelia porter","2","johnny's dance"
"219","1","fletcher jackson","4","johnny's dance"
"220","2","eve roux","3","johnny's dance"
"221","3","ülkü poyrazoğlu","4","johnny's dance"
"222","7","maxime ross","4","johnny's dance"
"223","1","salvador cox","4","johnny's dance"
"225","4","oscar diaz","4","johnny's dance"
"227","2","bently white","2","johnny's dance"
"231","1","magnus christiansen","1","johnny's dance"
"232","4","william nielsen","4","johnny's dance"
"233","7","alyssa vidal","4","johnny's dance"
"234","5","daniel french","1","johnny's dance"
"235","3","olivia lehtonen","2","johnny's dance"
"236","7","shelly simmmons","4","johnny's dance"
"237","2","alexander taylor","3","johnny's dance"
"238","4","calisto rezende","2","johnny's dance"
"239","1","valon leroy","4","johnny's dance"
"240","3","jack walker","3","johnny's dance"
"242","3","felix park","4","johnny's dance"
"243","1","melike erbulak","3","johnny's dance"
"244","3","tanya mitchelle","4","johnny's dance"
"246","2","hatice wiesmann","1","johnny's dance"
"247","1","ellie lewis","1","johnny's dance"
"248","1","bridget moraes","1","johnny's dance"
"249","5","vlado fink","3","johnny's dance"
"251","3","hailey hughes","2","johnny's dance"
"252","4","johan kristensen","2","johnny's dance"
"255","1","katie lewis","1","johnny's dance"
"256","3","harri klages","1","johnny's dance"
"257","7","beau hall","4","johnny's dance"
"259","1","kim vidal","2","johnny's dance"
"262","3","janet larson","3","johnny's dance"
"263","2","samuel brussé","4","johnny's dance"
"264","1","olivier macdonald","2","johnny's dance"
"265","3","louis walker","1","johnny's dance"
"266","3","efe orbay","1","johnny's dance"
"268","3","cassandra mercier","2","johnny's dance"
"271","6","emily anderson","3","johnny's dance"
"272","1","alicia lo","4","johnny's dance"
"274","6","judith philippe","4","johnny's dance"
"277","5","lison duval","1","johnny's dance"
"279","3","dorothe thormann","3","johnny's dance"
"280","3","marli rijkens","2","johnny's dance"
"282","2","begüm karabulut","2","johnny's dance"
"287","3","danny kelley","3","johnny's dance"
"288","2","amandine dupont","3","johnny's dance"
"290","1","sara hubert","4","johnny's dance"
"298","6","pablo arnaud","1","johnny's dance"
"300","1","ahmed unger","3","johnny's dance"
"Dancers by Pref"
"#","Pref","Name","Desired","Dance Name"
"149","1","judith ross","4","johnny's dance"
"300","1","ahmed unger","3","johnny's dance"
"290","1","sara hubert","4","johnny's dance"
"8","1","thorben wünsch","1","johnny's dance"
"272","1","alicia lo","4","johnny's dance"
"264","1","olivier macdonald","2","johnny's dance"
"259","1","kim vidal","2","johnny's dance"
"255","1","katie lewis","1","johnny's dance"
"17","1","viivi waisanen","1","johnny's dance"
"248","1","bridget moraes","1","johnny's dance"
"20","1","amanda caldeira","1","johnny's dance"
"247","1","ellie lewis","1","johnny's dance"
"243","1","melike erbulak","3","johnny's dance"
"239","1","valon leroy","4","johnny's dance"
"24","1","valentin mercier","3","johnny's dance"
"231","1","magnus christiansen","1","johnny's dance"
"223","1","salvador cox","4","johnny's dance"
"31","1","craig howard","3","johnny's dance"
"32","1","zachary hoffman","1","johnny's dance"
"33","1","tormod nordseth","3","johnny's dance"
"34","1","toni carlson","2","johnny's dance"
"219","1","fletcher jackson","4","johnny's dance"
"36","1","avery bergeron","1","johnny's dance"
"198","1","emma campbell","3","johnny's dance"
"188","1","songül frühauf","4","johnny's dance"
"186","1","randy daniëls","1","johnny's dance"
"175","1","abílio campos","4","johnny's dance"
"166","1","anthony henry","2","johnny's dance"
"165","1","alfredo bell","4","johnny's dance"
"163","1","marie wells","3","johnny's dance"
"48","1","lucas larsen","2","johnny's dance"
"161","1","tassilo faller","1","johnny's dance"
"159","1","armin boyer","1","johnny's dance"
"158","1","albin kuch","4","johnny's dance"
"157","1","rebecca johnson","2","johnny's dance"
"155","1","layla roberts","4","johnny's dance"
"147","1","tim tonning","1","johnny's dance"
"57","1","عرشيا پارسا","2","johnny's dance"
"135","1","emre babacan","4","johnny's dance"
"134","1","زهرا نكو نظر","1","johnny's dance"
"128","1","edward roberts","3","johnny's dance"
"65","1","david hall","4","johnny's dance"
"121","1","brecht van veluw","3","johnny's dance"
"119","1","melinda nguyen","4","johnny's dance"
"118","1","sarah margaret","2","johnny's dance"
"75","1","mario montero","1","johnny's dance"
"103","1","ceyhan bolatlı","4","johnny's dance"
"80","2","ceylan gürmen","2","johnny's dance"
"1","2","مهراد علیزاده","1","johnny's dance"
"288","2","amandine dupont","3","johnny's dance"
"282","2","begüm karabulut","2","johnny's dance"
"263","2","samuel brussé","4","johnny's dance"
"246","2","hatice wiesmann","1","johnny's dance"
"22","2","katie long","4","johnny's dance"
"23","2","lonnie george","1","johnny's dance"
"99","2","indie koeman","1","johnny's dance"
"101","2","john clarke","2","johnny's dance"
"79","2","milan fernandez","3","johnny's dance"
"237","2","alexander taylor","3","johnny's dance"
"227","2","bently white","2","johnny's dance"
"30","2","sara christiansen","1","johnny's dance"
"109","2","luisa middelveld","1","johnny's dance"
"220","2","eve roux","3","johnny's dance"
"35","2","neil smythe","3","johnny's dance"
"117","2","dwayne welch","1","johnny's dance"
"69","2","safiye baaten","3","johnny's dance"
"68","2","brad medina","3","johnny's dance"
"67","2","mareile recktenwald","2","johnny's dance"
"189","2","kristine kupfer","3","johnny's dance"
"182","2","beau martin","4","johnny's dance"
"177","2","طاها رضایی","1","johnny's dance"
"126","2","ashley sims","2","johnny's dance"
"168","2","sedef çevik","1","johnny's dance"
"64","2","sofia andersen","2","johnny's dance"
"132","2","brielle mitchell","4","johnny's dance"
"162","2","capucine dumas","2","johnny's dance"
"49","2","julia lammi","4","johnny's dance"
"160","2","su admiraal","1","johnny's dance"
"137","2","daniel kristensen","4","johnny's dance"
"52","2","noa garnier","2","johnny's dance"
"53","2","neea nikula","2","johnny's dance"
"148","2","chris miller","4","johnny's dance"
"55","3","annabelle brar","2","johnny's dance"
"184","3","luciano fernandez","4","johnny's dance"
"151","3","lene herb","1","johnny's dance"
"54","3","jeppe kristensen","4","johnny's dance"
"144","3","davut erberk","4","johnny's dance"
"287","3","danny kelley","3","johnny's dance"
"50","3","franklin howell","1","johnny's dance"
"280","3","marli rijkens","2","johnny's dance"
"279","3","dorothe thormann","3","johnny's dance"
"268","3","cassandra mercier","2","johnny's dance"
"266","3","efe orbay","1","johnny's dance"
"265","3","louis walker","1","johnny's dance"
"44","3","malthe pedersen","4","johnny's dance"
"42","3","karen palmer","1","johnny's dance"
"88","3","رونیکا احمدی","1","johnny's dance"
"169","3","marianne clark","4","johnny's dance"
"170","3","nicole rhodes","1","johnny's dance"
"262","3","janet larson","3","johnny's dance"
"256","3","harri klages","1","johnny's dance"
"251","3","hailey hughes","2","johnny's dance"
"19","3","suelen fernandes","1","johnny's dance"
"244","3","tanya mitchelle","4","johnny's dance"
"123","3","johanne mortensen","1","johnny's dance"
"183","3","charles duval","3","johnny's dance"
"242","3","felix park","4","johnny's dance"
"240","3","jack walker","3","johnny's dance"
"187","3","dennis anderson","1","johnny's dance"
"104","3","ken cunningham","4","johnny's dance"
"122","3","ellen rinne","4","johnny's dance"
"235","3","olivia lehtonen","2","johnny's dance"
"221","3","ülkü poyrazoğlu","4","johnny's dance"
"111","3","emil pietila","2","johnny's dance"
"205","3","adèle lefevre","4","johnny's dance"
"83","4","vilma lampo","4","johnny's dance"
"11","4","onur karabulut","4","johnny's dance"
"225","4","oscar diaz","4","johnny's dance"
"232","4","william nielsen","4","johnny's dance"
"193","4","marta fuentes","3","johnny's dance"
"238","4","calisto rezende","2","johnny's dance"
"93","4","ben haraldsen","3","johnny's dance"
"196","4","alice jones","4","johnny's dance"
"21","4","enrique ferguson","1","johnny's dance"
"252","4","johan kristensen","2","johnny's dance"
"15","4","uta glaß","2","johnny's dance"
"174","4","Shannen Wu","1","johnny's dance"
"87","4","fabian amundsen","4","johnny's dance"
"92","5","sharon jimenez","2","johnny's dance"
"27","5","cléa fournier","4","johnny's dance"
"116","5","adiel lopes","4","johnny's dance"
"179","5","nicole arnold","3","johnny's dance"
"125","5","ava gagné","2","johnny's dance"
"249","5","vlado fink","3","johnny's dance"
"234","5","daniel french","1","johnny's dance"
"16","5","norbert hau","4","johnny's dance"
"142","5","ethan aubert","1","johnny's dance"
"108","5","milton grant","3","johnny's dance"
"38","5","alexis gill","2","johnny's dance"
"127","5","lily fletcher","4","johnny's dance"
"12","5","batur berberoğlu","3","johnny's dance"
"164","5","jonathan evans","4","johnny's dance"
"37","5","dwight ellis","2","johnny's dance"
"58","5","ymkje van heteren","4","johnny's dance"
"2","5","aatu savela","4","johnny's dance"
"277","5","lison duval","1","johnny's dance"
"86","6","neil gregory","4","johnny's dance"
"105","6","daniel morel","4","johnny's dance"
"90","6","gökhan türkdoğan","4","johnny's dance"
"6","6","ülkü tunaboylu","2","johnny's dance"
"200","6","andrea olsen","2","johnny's dance"
"298","6","pablo arnaud","1","johnny's dance"
"176","6","lotta kauppila","4","johnny's dance"
"40","6","dana howell","3","johnny's dance"
"271","6","emily anderson","3","johnny's dance"
"210","6","amelia porter","2","johnny's dance"
"274","6","judith philippe","4","johnny's dance"
"41","6","ariane caldeira","2","johnny's dance"
"59","7","josefine poulsen","4","johnny's dance"
"133","7","efe atan","4","johnny's dance"
"46","7","mariama baelemans","4","johnny's dance"
"257","7","beau hall","4","johnny's dance"
"236","7","shelly simmmons","4","johnny's dance"
"233","7","alyssa vidal","4","johnny's dance"
"222","7","maxime ross","4","johnny's dance"
"204","7","mago mendes","4","johnny's dance"
"Dancers by Audition Number"
"#","Pref","Name","Desired","Dance Name"
"1","1","مهراد علیزاده","1","last one"
"2","1","aatu savela","4","last one"
"3","5","hilário da luz","2","last one"
"5","2","flavie meunier","4","last one"
"6","2","ülkü tunaboylu","2","last one"
"7","1","elijah wilson","2","last one"
"11","1","onur karabulut","4","last one"
"12","2","batur berberoğlu","3","last one"
"13","5","onni manner","4","last one"
"15","3","uta glaß","2","last one"
"16","6","norbert hau","4","last one"
"18","2","james payne","1","last one"
"19","2","suelen fernandes","1","last one"
"22","4","katie long","4","last one"
"25","1","magnus poulsen","3","last one"
"26","1","michèle legrand","2","last one"
"27","7","cléa fournier","4","last one"
"31","4","craig howard","3","last one"
"32","3","zachary hoffman","1","last one"
"35","4","neil smythe","3","last one"
"37","1","dwight ellis","2","last one"
"38","6","alexis gill","2","last one"
"40","2","dana howell","3","last one"
"41","4","ariane caldeira","2","last one"
"42","1","karen palmer","1","last one"
"44","4","malthe pedersen","4","last one"
"46","3","mariama baelemans","4","last one"
"48","3","lucas larsen","2","last one"
"55","4","annabelle brar","2","last one"
"57","4","عرشيا پارسا","2","last one"
"58","1","ymkje van heteren","4","last one"
"59","1","josefine poulsen","4","last one"
"61","3","یاسمن نجاتی","1","last one"
"65","2","david hall","4","last one"
"69","1","safiye baaten","3","last one"
"76","1","billie hernandez","1","last one"
"79","6","milan fernandez","3","last one"
"80","3","ceylan gürmen","2","last one"
"83","5","vilma lampo","4","last one"
"85","2","ella manninen","1","last one"
"86","5","neil gregory","4","last one"
"90","2","gökhan türkdoğan","4","last one"
"92","3","sharon jimenez","2","last one"
"95","2","evelyn hall","4","last one"
"96","1","harvey oliver","1","last one"
"97","2","filino costa","1","last one"
"99","3","indie koeman","1","last one"
"101","4","john clarke","2","last one"
"103","2","ceyhan bolatlı","4","last one"
"104","2","ken cunningham","4","last one"
"105","3","daniel morel","4","last one"
"108","2","milton grant","3","last one"
"109","5","luisa middelveld","1","last one"
"111","2","emil pietila","2","last one"
"112","6","raquel aguilar","4","last one"
"114","6","adriana landro","4","last one"
"115","4","sebastian long","2","last one"
"117","1","dwayne welch","1","last one"
"119","6","melinda nguyen","4","last one"
"120","1","alfred watkins","2","last one"
"121","3","brecht van veluw","3","last one"
"123","4","johanne mortensen","1","last one"
"125","1","ava gagné","2","last one"
"127","4","lily fletcher","4","last one"
"129","1","louis martin","1","last one"
"131","2","emilio lorenzo","3","last one"
"132","1","brielle mitchell","4","last one"
"133","1","efe atan","4","last one"
"135","2","emre babacan","4","last one"
"137","4","daniel kristensen","4","last one"
"139","1","david barnaby","1","last one"
"140","4","wolf-dietrich greve","4","last one"
"142","4","ethan aubert","1","last one"
"144","2","davut erberk","4","last one"
"148","3","chris miller","4","last one"
"151","5","lene herb","1","last one"
"152","3","edona guerin","4","last one"
"155","2","layla roberts","4","last one"
"156","5","alisa kotila","3","last one"
"157","5","rebecca johnson","2","last one"
"160","4","su admiraal","1","last one"
"162","3","capucine dumas","2","last one"
"163","4","marie wells","3","last one"
"167","1","vedat çatalbaş","1","last one"
"169","1","marianne clark","4","last one"
"170","4","nicole rhodes","1","last one"
"171","2","nooa perala","4","last one"
"173","4","victor christensen","1","last one"
"175","6","abílio campos","4","last one"
"176","2","lotta kauppila","4","last one"
"179","2","nicole arnold","3","last one"
"180","1","aiden li","3","last one"
"181","1","تارا صدر","2","last one"
"182","3","beau martin","4","last one"
"183","4","charles duval","3","last one"
"184","6","luciano fernandez","4","last one"
"186","5","randy daniëls","1","last one"
"187","4","dennis anderson","1","last one"
"190","2","sofia tuominen","1","last one"
"193","1","marta fuentes","3","last one"
"194","3","تارا قاسمی","2","last one"
"195","2","agnita haandrikman","2","last one"
"196","2","alice jones","4","last one"
"200","5","andrea olsen","2","last one"
"204","4","mago mendes","4","last one"
